season,RoundNumber,EventName,Status,count
1962,5,British Grand Prix,Engine,2
1962,5,British Grand Prix,Finished,4
1962,5,British Grand Prix,Withdrew,5
1962,6,German Grand Prix,+1 Lap,3
1962,6,German Grand Prix,Accident,2
1962,6,German Grand Prix,Did not qualify,4
1962,6,German Grand Prix,Finished,13
1962,6,German Grand Prix,Gearbox,3
1962,6,German Grand Prix,Oil pressure,1
1962,6,German Grand Prix,Suspension,3
1962,6,German Grand Prix,Throttle,1
1962,7,Italian Grand Prix,+1 Lap,2
1962,7,Italian Grand Prix,+2 Laps,2
1962,7,Italian Grand Prix,+5 Laps,2
1962,7,Italian Grand Prix,+9 Laps,1
1962,7,Italian Grand Prix,Did not qualify,9
1962,7,Italian Grand Prix,Differential,1
1962,7,Italian Grand Prix,Electrical,1
1962,7,Italian Grand Prix,Engine,3
1962,7,Italian Grand Prix,Finished,5
1962,7,Italian Grand Prix,Gearbox,2
1962,7,Italian Grand Prix,Ignition,1
1962,7,Italian Grand Prix,Suspension,1
1962,8,United States Grand Prix,+1 Lap,4
1962,8,United States Grand Prix,+15 Laps,1
1962,8,United States Grand Prix,+21 Laps,1
1962,8,United States Grand Prix,+3 Laps,1
1962,8,United States Grand Prix,+4 Laps,2
1962,8,United States Grand Prix,+7 Laps,1
1962,8,United States Grand Prix,+9 Laps,1
1962,8,United States Grand Prix,Accident,1
1962,8,United States Grand Prix,Brakes,1
1962,8,United States Grand Prix,Engine,2
1962,8,United States Grand Prix,Finished,2
1962,8,United States Grand Prix,Ignition,1
1962,8,United States Grand Prix,Withdrew,2
1962,9,South African Grand Prix,+1 Lap,1
1962,9,South African Grand Prix,+11 Laps,1
1962,9,South African Grand Prix,+4 Laps,3
1962,9,South African Grand Prix,+6 Laps,1
1962,9,South African Grand Prix,Engine,1
1962,9,South African Grand Prix,Finished,4
1962,9,South African Grand Prix,Fuel leak,1
1962,9,South African Grand Prix,Fuel system,1
1962,9,South African Grand Prix,Gearbox,1
1962,9,South African Grand Prix,Oil leak,1
1962,9,South African Grand Prix,Radiator,1
1962,9,South African Grand Prix,Wheel bearing,1
1962,9,South African Grand Prix,Withdrew,4
1963,1,Monaco Grand Prix,+2 Laps,2
1963,1,Monaco Grand Prix,+6 Laps,1
1963,1,Monaco Grand Prix,Accident,1
1963,1,Monaco Grand Prix,Clutch,1
1963,1,Monaco Grand Prix,Did not qualify,1
1963,1,Monaco Grand Prix,Differential,1
1963,1,Monaco Grand Prix,Engine,1
1963,1,Monaco Grand Prix,Finished,4
1963,1,Monaco Grand Prix,Gearbox,4
1963,1,Monaco Grand Prix,Withdrew,9
1963,2,Belgian Grand Prix,+1 Lap,2
1963,2,Belgian Grand Prix,+2 Laps,2
1963,2,Belgian Grand Prix,Accident,5
1963,2,Belgian Grand Prix,Finished,2
1963,2,Belgian Grand Prix,Gearbox,4
1963,2,Belgian Grand Prix,Injection,3
1963,2,Belgian Grand Prix,Oil leak,1
1963,2,Belgian Grand Prix,Physical,1
1963,2,Belgian Grand Prix,Withdrew,4
1963,3,Dutch Grand Prix,+1 Lap,4
1963,3,Dutch Grand Prix,+14 Laps,1
1963,3,Dutch Grand Prix,+2 Laps,1
1963,3,Dutch Grand Prix,+24 Laps,1
1963,3,Dutch Grand Prix,+3 Laps,2
1963,3,Dutch Grand Prix,+5 Laps,1
1963,3,Dutch Grand Prix,Accident,1
1963,3,Dutch Grand Prix,Clutch,1
1963,3,Dutch Grand Prix,Finished,1
1963,3,Dutch Grand Prix,Gearbox,1
1963,3,Dutch Grand Prix,Ignition,1
1963,3,Dutch Grand Prix,Overheating,2
1963,3,Dutch Grand Prix,Suspension,1
1963,3,Dutch Grand Prix,Water pump,1
1963,3,Dutch Grand Prix,Withdrew,2
1963,4,French Grand Prix,+1 Lap,1
1963,4,French Grand Prix,+2 Laps,1
1963,4,French Grand Prix,+3 Laps,1
1963,4,French Grand Prix,+4 Laps,1
1963,4,French Grand Prix,+8 Laps,2
1963,4,French Grand Prix,Finished,5
1963,4,French Grand Prix,Fuel pump,1
1963,4,French Grand Prix,Gearbox,1
1963,4,French Grand Prix,Ignition,1
1963,4,French Grand Prix,Not classified,2
1963,4,French Grand Prix,Radiator,1
1963,4,French Grand Prix,Suspension,1
1963,4,French Grand Prix,Wheel bearing,1
1963,4,French Grand Prix,Withdrew,5
1963,5,British Grand Prix,+1 Lap,2
1963,5,British Grand Prix,+2 Laps,2
1963,5,British Grand Prix,+4 Laps,2
1963,5,British Grand Prix,+6 Laps,1
1963,5,British Grand Prix,+7 Laps,2
1963,5,British Grand Prix,+8 Laps,1
1963,5,British Grand Prix,Engine,3
1963,5,British Grand Prix,Finished,3
1963,5,British Grand Prix,Fuel pump,1
1963,5,British Grand Prix,Gearbox,2
1963,5,British Grand Prix,Ignition,3
1963,5,British Grand Prix,Oil pressure,1
1963,5,British Grand Prix,Withdrew,3
1963,6,German Grand Prix,+1 Lap,4
1963,6,German Grand Prix,+5 Laps,1
1963,6,German Grand Prix,Accident,6
1963,6,German Grand Prix,Did not qualify,4
1963,6,German Grand Prix,Differential,1
1963,6,German Grand Prix,Engine,1
1963,6,German Grand Prix,Finished,4
1963,6,German Grand Prix,Gearbox,3
1963,6,German Grand Prix,Steering,1
1963,6,German Grand Prix,Wheel,1
1963,6,German Grand Prix,Withdrew,3
1963,7,Italian Grand Prix,+1 Lap,1
1963,7,Italian Grand Prix,+2 Laps,4
1963,7,Italian Grand Prix,+23 Laps,1
1963,7,Italian Grand Prix,+3 Laps,1
1963,7,Italian Grand Prix,+4 Laps,1
1963,7,Italian Grand Prix,+7 Laps,2
1963,7,Italian Grand Prix,Clutch,1
1963,7,Italian Grand Prix,Did not qualify,7
1963,7,Italian Grand Prix,Engine,3
1963,7,Italian Grand Prix,Finished,2
1963,7,Italian Grand Prix,Fuel system,1
1963,7,Italian Grand Prix,Gearbox,1
1963,7,Italian Grand Prix,Oil pressure,2
1963,7,Italian Grand Prix,Withdrew,3
1963,8,United States Grand Prix,+1 Lap,1
1963,8,United States Grand Prix,+11 Laps,1
1963,8,United States Grand Prix,+2 Laps,1
1963,8,United States Grand Prix,+22 Laps,1
1963,8,United States Grand Prix,+25 Laps,1
1963,8,United States Grand Prix,+4 Laps,1
1963,8,United States Grand Prix,Chassis,1
1963,8,United States Grand Prix,Electrical,1
1963,8,United States Grand Prix,Engine,3
1963,8,United States Grand Prix,Finished,2
1963,8,United States Grand Prix,Fuel pump,1
1963,8,United States Grand Prix,Gearbox,3
1963,8,United States Grand Prix,Ignition,1
1963,8,United States Grand Prix,Oil pump,2
1963,8,United States Grand Prix,Retired,1
1963,8,United States Grand Prix,Withdrew,3
1963,9,Mexican Grand Prix,+1 Lap,1
1963,9,Mexican Grand Prix,+3 Laps,2
1963,9,Mexican Grand Prix,+4 Laps,2
1963,9,Mexican Grand Prix,+6 Laps,1
1963,9,Mexican Grand Prix,+7 Laps,1
1963,9,Mexican Grand Prix,Disqualified,1
1963,9,Mexican Grand Prix,Engine,5
1963,9,Mexican Grand Prix,Finished,3
1963,9,Mexican Grand Prix,Gearbox,1
1963,9,Mexican Grand Prix,Ignition,1
1963,9,Mexican Grand Prix,Suspension,3
1963,9,Mexican Grand Prix,Withdrew,4
1963,10,South African Grand Prix,+1 Lap,3
1963,10,South African Grand Prix,+19 Laps,1
1963,10,South African Grand Prix,+2 Laps,1
1963,10,South African Grand Prix,+3 Laps,1
1963,10,South African Grand Prix,+4 Laps,1
1963,10,South African Grand Prix,+5 Laps,1
1963,10,South African Grand Prix,+6 Laps,1
1963,10,South African Grand Prix,+7 Laps,1
1963,10,South African Grand Prix,+8 Laps,1
1963,10,South African Grand Prix,Accident,2
1963,10,South African Grand Prix,Engine,2
1963,10,South African Grand Prix,Finished,2
1963,10,South African Grand Prix,Gearbox,1
1963,10,South African Grand Prix,Halfshaft,2
1963,10,South African Grand Prix,Oil pressure,1
1963,10,South African Grand Prix,Withdrew,2
1964,1,Monaco Grand Prix,+1 Lap,1
1964,1,Monaco Grand Prix,+22 Laps,1
1964,1,Monaco Grand Prix,+3 Laps,1
1964,1,Monaco Grand Prix,+4 Laps,2
1964,1,Monaco Grand Prix,Did not qualify,3
1964,1,Monaco Grand Prix,Engine,1
1964,1,Monaco Grand Prix,Finished,1
1964,1,Monaco Grand Prix,Fuel leak,1
1964,1,Monaco Grand Prix,Gearbox,4
1964,1,Monaco Grand Prix,Injection,1
1964,1,Monaco Grand Prix,Overheating,1
1964,1,Monaco Grand Prix,Suspension,1
1964,1,Monaco Grand Prix,Wheel bearing,1
1964,1,Monaco Grand Prix,Withdrew,4
1964,2,Dutch Grand Prix,+1 Lap,3
1964,2,Dutch Grand Prix,+16 Laps,1
1964,2,Dutch Grand Prix,+2 Laps,2
1964,2,Dutch Grand Prix,+25 Laps,1
1964,2,Dutch Grand Prix,+4 Laps,2
1964,2,Dutch Grand Prix,+6 Laps,1
1964,2,Dutch Grand Prix,Accident,1
1964,2,Dutch Grand Prix,Differential,1
1964,2,Dutch Grand Prix,Engine,1
1964,2,Dutch Grand Prix,Finished,2
1964,2,Dutch Grand Prix,Ignition,2
1964,2,Dutch Grand Prix,Steering,1
1964,3,Belgian Grand Prix,+1 Lap,2
1964,3,Belgian Grand Prix,+4 Laps,1
1964,3,Belgian Grand Prix,Disqualified,1
1964,3,Belgian Grand Prix,Driver unwell,1
1964,3,Belgian Grand Prix,Engine,6
1964,3,Belgian Grand Prix,Finished,4
1964,3,Belgian Grand Prix,Fuel pump,1
1964,3,Belgian Grand Prix,Out of fuel,1
1964,3,Belgian Grand Prix,Overheating,1
1964,4,French Grand Prix,+1 Lap,3
1964,4,French Grand Prix,+2 Laps,1
1964,4,French Grand Prix,+4 Laps,1
1964,4,French Grand Prix,+5 Laps,1
1964,4,French Grand Prix,+7 Laps,1
1964,4,French Grand Prix,Accident,2
1964,4,French Grand Prix,Clutch,1
1964,4,French Grand Prix,Engine,2
1964,4,French Grand Prix,Finished,5
1964,5,British Grand Prix,+1 Lap,1
1964,5,British Grand Prix,+2 Laps,3
1964,5,British Grand Prix,+24 Laps,1
1964,5,British Grand Prix,+3 Laps,3
1964,5,British Grand Prix,+4 Laps,2
1964,5,British Grand Prix,+5 Laps,1
1964,5,British Grand Prix,Accident,2
1964,5,British Grand Prix,Brakes,1
1964,5,British Grand Prix,Clutch,1
1964,5,British Grand Prix,Did not qualify,1
1964,5,British Grand Prix,Differential,1
1964,5,British Grand Prix,Driver unwell,1
1964,5,British Grand Prix,Finished,3
1964,5,British Grand Prix,Gearbox,2
1964,5,British Grand Prix,Oil pipe,1
1964,5,British Grand Prix,Withdrew,1
1964,6,German Grand Prix,+1 Lap,5
1964,6,German Grand Prix,Accident,2
1964,6,German Grand Prix,Battery,1
1964,6,German Grand Prix,Clutch,1
1964,6,German Grand Prix,Did not qualify,1
1964,6,German Grand Prix,Differential,1
1964,6,German Grand Prix,Electrical,1
1964,6,German Grand Prix,Engine,4
1964,6,German Grand Prix,Finished,4
1964,6,German Grand Prix,Suspension,2
1964,6,German Grand Prix,Throttle,1
1964,7,Austrian Grand Prix,+10 Laps,1
1964,7,Austrian Grand Prix,+29 Laps,1
1964,7,Austrian Grand Prix,+3 Laps,3
1964,7,Austrian Grand Prix,+4 Laps,1
1964,7,Austrian Grand Prix,+9 Laps,1
1964,7,Austrian Grand Prix,Accident,2
1964,7,Austrian Grand Prix,Distributor,1
1964,7,Austrian Grand Prix,Engine,2
1964,7,Austrian Grand Prix,Finished,2
1964,7,Austrian Grand Prix,Halfshaft,2
1964,7,Austrian Grand Prix,Steering,1
1964,7,Austrian Grand Prix,Suspension,3
1964,8,Italian Grand Prix,+1 Lap,7
1964,8,Italian Grand Prix,+3 Laps,2
1964,8,Italian Grand Prix,+4 Laps,1
1964,8,Italian Grand Prix,+6 Laps,1
1964,8,Italian Grand Prix,Brakes,1
1964,8,Italian Grand Prix,Clutch,1
1964,8,Italian Grand Prix,Did not qualify,4
1964,8,Italian Grand Prix,Engine,3
1964,8,Italian Grand Prix,Finished,2
1964,8,Italian Grand Prix,Ignition,1
1964,8,Italian Grand Prix,Injection,1
1964,9,United States Grand Prix,+1 Lap,1
1964,9,United States Grand Prix,+3 Laps,2
1964,9,United States Grand Prix,+4 Laps,1
1964,9,United States Grand Prix,Engine,4
1964,9,United States Grand Prix,Finished,2
1964,9,United States Grand Prix,Gearbox,1
1964,9,United States Grand Prix,Ignition,1
1964,9,United States Grand Prix,Injection,2
1964,9,United States Grand Prix,Not classified,1
1964,9,United States Grand Prix,Oil pipe,1
1964,9,United States Grand Prix,Oil pressure,1
1964,9,United States Grand Prix,Out of fuel,1
1964,9,United States Grand Prix,Overheating,1
1964,9,United States Grand Prix,Wheel,1
1964,10,Mexican Grand Prix,+1 Lap,3
1964,10,Mexican Grand Prix,+2 Laps,2
1964,10,Mexican Grand Prix,+4 Laps,1
1964,10,Mexican Grand Prix,+5 Laps,1
1964,10,Mexican Grand Prix,Electrical,1
1964,10,Mexican Grand Prix,Engine,2
1964,10,Mexican Grand Prix,Finished,4
1964,10,Mexican Grand Prix,Fuel pump,1
1964,10,Mexican Grand Prix,Gearbox,1
1964,10,Mexican Grand Prix,Overheating,2
1964,10,Mexican Grand Prix,Suspension,1
1965,1,South African Grand Prix,+1 Lap,1
1965,1,South African Grand Prix,+10 Laps,1
1965,1,South African Grand Prix,+12 Laps,1
1965,1,South African Grand Prix,+14 Laps,1
1965,1,South African Grand Prix,+2 Laps,2
1965,1,South African Grand Prix,+4 Laps,2
1965,1,South African Grand Prix,+6 Laps,1
1965,1,South African Grand Prix,+8 Laps,1
1965,1,South African Grand Prix,Clutch,1
1965,1,South African Grand Prix,Did not prequalify,3
1965,1,South African Grand Prix,Did not qualify,5
1965,1,South African Grand Prix,Electrical,1
1965,1,South African Grand Prix,Finished,4
1965,1,South African Grand Prix,Halfshaft,1
1965,1,South African Grand Prix,Ignition,2
1965,1,South African Grand Prix,Not classified,1
1965,1,South African Grand Prix,Withdrew,2
1965,2,Monaco Grand Prix,+15 Laps,1
1965,2,Monaco Grand Prix,+2 Laps,2
1965,2,Monaco Grand Prix,+3 Laps,1
1965,2,Monaco Grand Prix,+8 Laps,1
1965,2,Monaco Grand Prix,Accident,1
1965,2,Monaco Grand Prix,Did not qualify,1
1965,2,Monaco Grand Prix,Engine,2
1965,2,Monaco Grand Prix,Finished,3
1965,2,Monaco Grand Prix,Gearbox,2
1965,2,Monaco Grand Prix,Halfshaft,1
1965,2,Monaco Grand Prix,Out of fuel,1
1965,2,Monaco Grand Prix,Wheel,1
1965,3,Belgian Grand Prix,+1 Lap,6
1965,3,Belgian Grand Prix,+2 Laps,2
1965,3,Belgian Grand Prix,+3 Laps,2
1965,3,Belgian Grand Prix,+5 Laps,1
1965,3,Belgian Grand Prix,Accident,1
1965,3,Belgian Grand Prix,Engine,1
1965,3,Belgian Grand Prix,Finished,2
1965,3,Belgian Grand Prix,Fuel pump,1
1965,3,Belgian Grand Prix,Gearbox,1
1965,3,Belgian Grand Prix,Ignition,2
1965,4,French Grand Prix,+1 Lap,3
1965,4,French Grand Prix,Accident,2
1965,4,French Grand Prix,Alternator,1
1965,4,French Grand Prix,Engine,1
1965,4,French Grand Prix,Finished,4
1965,4,French Grand Prix,Fuel system,2
1965,4,French Grand Prix,Gearbox,1
1965,4,French Grand Prix,Ignition,2
1965,4,French Grand Prix,Suspension,1
1965,5,British Grand Prix,+1 Lap,2
1965,5,British Grand Prix,+10 Laps,1
1965,5,British Grand Prix,+17 Laps,1
1965,5,British Grand Prix,+2 Laps,2
1965,5,British Grand Prix,+3 Laps,1
1965,5,British Grand Prix,+7 Laps,1
1965,5,British Grand Prix,Alternator,1
1965,5,British Grand Prix,Did not qualify,2
1965,5,British Grand Prix,Engine,3
1965,5,British Grand Prix,Finished,5
1965,5,British Grand Prix,Gearbox,1
1965,5,British Grand Prix,Ignition,1
1965,5,British Grand Prix,Injection,1
1965,5,British Grand Prix,Withdrew,1
1965,6,Dutch Grand Prix,+1 Lap,5
1965,6,Dutch Grand Prix,+2 Laps,1
1965,6,Dutch Grand Prix,+25 Laps,1
1965,6,Dutch Grand Prix,+3 Laps,2
1965,6,Dutch Grand Prix,Differential,1
1965,6,Dutch Grand Prix,Engine,1
1965,6,Dutch Grand Prix,Finished,4
1965,6,Dutch Grand Prix,Oil leak,1
1965,6,Dutch Grand Prix,Oil pressure,1
1965,7,German Grand Prix,+1 Lap,1
1965,7,German Grand Prix,Did not qualify,2
1965,7,German Grand Prix,Electrical,1
1965,7,German Grand Prix,Engine,1
1965,7,German Grand Prix,Finished,7
1965,7,German Grand Prix,Fuel leak,1
1965,7,German Grand Prix,Gearbox,3
1965,7,German Grand Prix,Oil leak,1
1965,7,German Grand Prix,Suspension,1
1965,7,German Grand Prix,Transmission,1
1965,7,German Grand Prix,Water leak,2
1965,8,Italian Grand Prix,+1 Lap,2
1965,8,Italian Grand Prix,+2 Laps,3
1965,8,Italian Grand Prix,Alternator,1
1965,8,Italian Grand Prix,Clutch,1
1965,8,Italian Grand Prix,Engine,4
1965,8,Italian Grand Prix,Finished,4
1965,8,Italian Grand Prix,Fuel pump,1
1965,8,Italian Grand Prix,Gearbox,3
1965,8,Italian Grand Prix,Ignition,2
1965,8,Italian Grand Prix,Oil pressure,1
1965,8,Italian Grand Prix,Suspension,1
1965,9,United States Grand Prix,+1 Lap,2
1965,9,United States Grand Prix,+11 Laps,1
1965,9,United States Grand Prix,+15 Laps,1
1965,9,United States Grand Prix,+18 Laps,1
1965,9,United States Grand Prix,+2 Laps,2
1965,9,United States Grand Prix,+3 Laps,1
1965,9,United States Grand Prix,+4 Laps,1
1965,9,United States Grand Prix,+9 Laps,1
1965,9,United States Grand Prix,Driver unwell,1
1965,9,United States Grand Prix,Engine,2
1965,9,United States Grand Prix,Finished,3
1965,9,United States Grand Prix,Oil pressure,1
1965,9,United States Grand Prix,Suspension,1
1965,10,Mexican Grand Prix,+1 Lap,2
1965,10,Mexican Grand Prix,+3 Laps,2
1965,10,Mexican Grand Prix,Clutch,1
1965,10,Mexican Grand Prix,Engine,2
1965,10,Mexican Grand Prix,Finished,4
1965,10,Mexican Grand Prix,Gearbox,1
1965,10,Mexican Grand Prix,Ignition,2
1965,10,Mexican Grand Prix,Oil leak,1
1965,10,Mexican Grand Prix,Suspension,2
1965,10,Mexican Grand Prix,Withdrew,2
1966,1,Monaco Grand Prix,+1 Lap,1
1966,1,Monaco Grand Prix,+5 Laps,1
1966,1,Monaco Grand Prix,Clutch,1
1966,1,Monaco Grand Prix,Engine,2
1966,1,Monaco Grand Prix,Finished,2
1966,1,Monaco Grand Prix,Gearbox,1
1966,1,Monaco Grand Prix,Not classified,2
1966,1,Monaco Grand Prix,Oil leak,1
1966,1,Monaco Grand Prix,Suspension,2
1966,1,Monaco Grand Prix,Transmission,3
1966,2,Belgian Grand Prix,+1 Lap,1
1966,2,Belgian Grand Prix,+2 Laps,1
1966,2,Belgian Grand Prix,+3 Laps,1
1966,2,Belgian Grand Prix,Accident,7
1966,2,Belgian Grand Prix,Engine,2
1966,2,Belgian Grand Prix,Finished,2
1966,2,Belgian Grand Prix,Not classified,2
1966,2,Belgian Grand Prix,Withdrew,2
1966,3,French Grand Prix,+2 Laps,2
1966,3,French Grand Prix,+3 Laps,2
1966,3,French Grand Prix,+4 Laps,2
1966,3,French Grand Prix,Clutch,1
1966,3,French Grand Prix,Engine,1
1966,3,French Grand Prix,Finished,2
1966,3,French Grand Prix,Fuel system,2
1966,3,French Grand Prix,Gearbox,1
1966,3,French Grand Prix,Not classified,3
1966,3,French Grand Prix,Oil leak,1
1966,4,British Grand Prix,+1 Lap,3
1966,4,British Grand Prix,+2 Laps,2
1966,4,British Grand Prix,+4 Laps,2
1966,4,British Grand Prix,+5 Laps,1
1966,4,British Grand Prix,+7 Laps,1
1966,4,British Grand Prix,Clutch,1
1966,4,British Grand Prix,Engine,3
1966,4,British Grand Prix,Finished,2
1966,4,British Grand Prix,Gearbox,1
1966,4,British Grand Prix,Not classified,2
1966,4,British Grand Prix,Oil leak,1
1966,4,British Grand Prix,Transmission,1
1966,5,Dutch Grand Prix,+1 Lap,1
1966,5,Dutch Grand Prix,+2 Laps,2
1966,5,Dutch Grand Prix,+3 Laps,2
1966,5,Dutch Grand Prix,+6 Laps,3
1966,5,Dutch Grand Prix,Accident,2
1966,5,Dutch Grand Prix,Electrical,1
1966,5,Dutch Grand Prix,Engine,1
1966,5,Dutch Grand Prix,Finished,1
1966,5,Dutch Grand Prix,Ignition,2
1966,5,Dutch Grand Prix,Oil leak,1
1966,5,Dutch Grand Prix,Suspension,1
1966,6,German Grand Prix,+1 Lap,1
1966,6,German Grand Prix,Accident,3
1966,6,German Grand Prix,Alternator,1
1966,6,German Grand Prix,Clutch,1
1966,6,German Grand Prix,Electrical,2
1966,6,German Grand Prix,Engine,1
1966,6,German Grand Prix,Finished,6
1966,6,German Grand Prix,Ignition,1
1966,6,German Grand Prix,Injury,1
1966,6,German Grand Prix,Suspension,1
1966,6,German Grand Prix,Transmission,1
1966,7,Italian Grand Prix,+1 Lap,2
1966,7,Italian Grand Prix,+2 Laps,1
1966,7,Italian Grand Prix,+3 Laps,1
1966,7,Italian Grand Prix,+5 Laps,1
1966,7,Italian Grand Prix,Accident,1
1966,7,Italian Grand Prix,Did not qualify,2
1966,7,Italian Grand Prix,Engine,4
1966,7,Italian Grand Prix,Finished,3
1966,7,Italian Grand Prix,Fuel leak,2
1966,7,Italian Grand Prix,Gearbox,1
1966,7,Italian Grand Prix,Ignition,1
1966,7,Italian Grand Prix,Not classified,1
1966,7,Italian Grand Prix,Oil leak,1
1966,7,Italian Grand Prix,Throttle,1
1966,8,United States Grand Prix,+1 Lap,1
1966,8,United States Grand Prix,+3 Laps,2
1966,8,United States Grand Prix,+7 Laps,1
1966,8,United States Grand Prix,Alternator,1
1966,8,United States Grand Prix,Clutch,1
1966,8,United States Grand Prix,Differential,1
1966,8,United States Grand Prix,Disqualified,1
1966,8,United States Grand Prix,Engine,5
1966,8,United States Grand Prix,Finished,1
1966,8,United States Grand Prix,Ignition,1
1966,8,United States Grand Prix,Not classified,2
1966,8,United States Grand Prix,Out of fuel,1
1966,8,United States Grand Prix,Retired,1
1966,9,Mexican Grand Prix,+1 Lap,3
1966,9,Mexican Grand Prix,+2 Laps,1
1966,9,Mexican Grand Prix,+4 Laps,1
1966,9,Mexican Grand Prix,+5 Laps,1
1966,9,Mexican Grand Prix,Differential,1
1966,9,Mexican Grand Prix,Engine,2
1966,9,Mexican Grand Prix,Finished,2
1966,9,Mexican Grand Prix,Fuel system,1
1966,9,Mexican Grand Prix,Gearbox,1
1966,9,Mexican Grand Prix,Oil leak,1
1966,9,Mexican Grand Prix,Overheating,1
1966,9,Mexican Grand Prix,Suspension,2
1966,9,Mexican Grand Prix,Transmission,1
1967,1,South African Grand Prix,+1 Lap,1
1967,1,South African Grand Prix,+2 Laps,2
1967,1,South African Grand Prix,+4 Laps,1
1967,1,South African Grand Prix,Accident,2
1967,1,South African Grand Prix,Engine,5
1967,1,South African Grand Prix,Finished,2
1967,1,South African Grand Prix,Fuel system,1
1967,1,South African Grand Prix,Not classified,2
1967,1,South African Grand Prix,Oil leak,1
1967,1,South African Grand Prix,Suspension,1
1967,2,Monaco Grand Prix,+1 Lap,1
1967,2,Monaco Grand Prix,+2 Laps,1
1967,2,Monaco Grand Prix,+3 Laps,1
1967,2,Monaco Grand Prix,+4 Laps,2
1967,2,Monaco Grand Prix,Accident,1
1967,2,Monaco Grand Prix,Did not qualify,3
1967,2,Monaco Grand Prix,Differential,1
1967,2,Monaco Grand Prix,Engine,2
1967,2,Monaco Grand Prix,Finished,1
1967,2,Monaco Grand Prix,Fuel pump,1
1967,2,Monaco Grand Prix,Gearbox,1
1967,2,Monaco Grand Prix,Injection,1
1967,2,Monaco Grand Prix,Oil pressure,1
1967,2,Monaco Grand Prix,Spun off,1
1967,2,Monaco Grand Prix,Suspension,1
1967,3,Dutch Grand Prix,+1 Lap,2
1967,3,Dutch Grand Prix,+2 Laps,1
1967,3,Dutch Grand Prix,+3 Laps,1
1967,3,Dutch Grand Prix,+4 Laps,1
1967,3,Dutch Grand Prix,+7 Laps,1
1967,3,Dutch Grand Prix,Accident,1
1967,3,Dutch Grand Prix,Brakes,1
1967,3,Dutch Grand Prix,Engine,1
1967,3,Dutch Grand Prix,Finished,4
1967,3,Dutch Grand Prix,Gearbox,1
1967,3,Dutch Grand Prix,Injection,1
1967,3,Dutch Grand Prix,Suspension,1
1967,3,Dutch Grand Prix,Throttle,1
1967,4,Belgian Grand Prix,+1 Lap,3
1967,4,Belgian Grand Prix,+2 Laps,1
1967,4,Belgian Grand Prix,+3 Laps,1
1967,4,Belgian Grand Prix,Accident,1
1967,4,Belgian Grand Prix,Clutch,1
1967,4,Belgian Grand Prix,Engine,6
1967,4,Belgian Grand Prix,Finished,4
1967,4,Belgian Grand Prix,Not classified,1
1967,5,French Grand Prix,+1 Lap,1
1967,5,French Grand Prix,+3 Laps,1
1967,5,French Grand Prix,+4 Laps,1
1967,5,French Grand Prix,Differential,2
1967,5,French Grand Prix,Engine,2
1967,5,French Grand Prix,Finished,2
1967,5,French Grand Prix,Fuel leak,1
1967,5,French Grand Prix,Halfshaft,1
1967,5,French Grand Prix,Ignition,2
1967,5,French Grand Prix,Not classified,1
1967,5,French Grand Prix,Throttle,1
1967,6,British Grand Prix,+1 Lap,1
1967,6,British Grand Prix,+2 Laps,1
1967,6,British Grand Prix,+3 Laps,2
1967,6,British Grand Prix,+4 Laps,2
1967,6,British Grand Prix,Clutch,1
1967,6,British Grand Prix,Engine,6
1967,6,British Grand Prix,Finished,4
1967,6,British Grand Prix,Ignition,1
1967,6,British Grand Prix,Oil pressure,1
1967,6,British Grand Prix,Transmission,1
1967,6,British Grand Prix,Withdrew,1
1967,7,German Grand Prix,+1 Lap,1
1967,7,German Grand Prix,+2 Laps,3
1967,7,German Grand Prix,+3 Laps,1
1967,7,German Grand Prix,Differential,2
1967,7,German Grand Prix,Engine,1
1967,7,German Grand Prix,Finished,7
1967,7,German Grand Prix,Fuel pump,1
1967,7,German Grand Prix,Halfshaft,1
1967,7,German Grand Prix,Oil leak,1
1967,7,German Grand Prix,Radiator,2
1967,7,German Grand Prix,Suspension,4
1967,8,Canadian Grand Prix,+1 Lap,1
1967,8,Canadian Grand Prix,+2 Laps,1
1967,8,Canadian Grand Prix,+3 Laps,2
1967,8,Canadian Grand Prix,+4 Laps,1
1967,8,Canadian Grand Prix,+5 Laps,2
1967,8,Canadian Grand Prix,+6 Laps,1
1967,8,Canadian Grand Prix,+9 Laps,1
1967,8,Canadian Grand Prix,Did not qualify,1
1967,8,Canadian Grand Prix,Disqualified,1
1967,8,Canadian Grand Prix,Finished,2
1967,8,Canadian Grand Prix,Ignition,2
1967,8,Canadian Grand Prix,Not classified,1
1967,8,Canadian Grand Prix,Spun off,1
1967,8,Canadian Grand Prix,Throttle,1
1967,9,Italian Grand Prix,+1 Lap,1
1967,9,Italian Grand Prix,+2 Laps,1
1967,9,Italian Grand Prix,+4 Laps,1
1967,9,Italian Grand Prix,Accident,1
1967,9,Italian Grand Prix,Engine,7
1967,9,Italian Grand Prix,Finished,4
1967,9,Italian Grand Prix,Injection,1
1967,9,Italian Grand Prix,Overheating,2
1967,10,United States Grand Prix,+1 Lap,1
1967,10,United States Grand Prix,+2 Laps,1
1967,10,United States Grand Prix,+4 Laps,1
1967,10,United States Grand Prix,+7 Laps,2
1967,10,United States Grand Prix,Alternator,1
1967,10,United States Grand Prix,Engine,5
1967,10,United States Grand Prix,Finished,2
1967,10,United States Grand Prix,Ignition,1
1967,10,United States Grand Prix,Injection,1
